call_duration,call_revenue,category,company_size,date,team,units_sold
242.4,472,furniture,small,19/09/2017,northeast,14
85.5,1414,materials,medium,19/09/2017,northeast,732
78,448,electronics,small,19/09/2017,northeast,28
93.3,2517,electronics,medium,19/09/2017,northeast,141
338.5,2051,appliances,medium,19/09/2017,northeast,453
112.2,1809,electronics,medium,19/09/2017,midwest,148
202.5,1764,appliances,medium,19/09/2017,northeast,530
34.5,227,appliances,small,19/09/2017,midwest,101
218.7,2127,electronics,medium,19/09/2017,west,112
119.2,3407,furniture,medium,19/09/2017,south,76
132,1471,electronics,medium,19/09/2017,northeast,121
165,1264,electronics,medium,19/09/2017,west,117
241.60000000000002,1476,furniture,medium,19/09/2017,west,54
120.89999999999999,1871,electronics,medium,19/09/2017,northeast,86
89.5,1376,materials,medium,19/09/2017,west,531
174,474,appliances,small,19/09/2017,northeast,147
126.6,933,electronics,medium,19/09/2017,northeast,159
203.20000000000002,2604,furniture,medium,19/09/2017,south,61
349.6,2586,furniture,medium,19/09/2017,west,72
161.1,3690,electronics,large,19/09/2017,northeast,280
170.5,483,appliances,small,19/09/2017,midwest,151
37.199999999999996,450,electronics,small,19/09/2017,northeast,34
143.7,573,electronics,small,19/09/2017,northeast,33
265,435,materials,small,19/09/2017,south,160
212,729,appliances,small,19/09/2017,west,160
93,3827,appliances,medium,19/09/2017,west,835
508,1799,furniture,medium,19/09/2017,south,59
442,1476,materials,medium,19/09/2017,northeast,710
65.39999999999999,1887,electronics,medium,19/09/2017,northeast,90
137.7,4502,electronics,large,19/09/2017,west,391
360,333,furniture,small,19/09/2017,west,11
414.40000000000003,233,furniture,small,19/09/2017,west,12
487.20000000000005,270,furniture,small,19/09/2017,midwest,10
432.8,2151,furniture,medium,19/09/2017,west,68
138.9,2536,electronics,large,19/09/2017,midwest,195
82.8,260,electronics,small,19/09/2017,northeast,23
153.5,1070,appliances,medium,19/09/2017,northeast,493
285.6,1711,furniture,medium,19/09/2017,northeast,66
124.5,2179,materials,medium,19/09/2017,west,676
400,2940,furniture,large,19/09/2017,south,101
466.40000000000003,8580,furniture,large,19/09/2017,west,112
111.6,2326,electronics,medium,19/09/2017,midwest,144
21.3,1473,electronics,medium,19/09/2017,midwest,105
0,2162,electronics,medium,19/09/2017,northeast,144
275.2,1015,furniture,small,19/09/2017,south,18
561.6,1675,furniture,medium,19/09/2017,west,73
279,3175,appliances,large,19/09/2017,west,1285
180,1501,furniture,medium,19/09/2017,south,65
150.29999999999998,1747,electronics,medium,19/09/2017,west,129
201.6,1367,electronics,medium,19/09/2017,south,86
370.40000000000003,4719,furniture,large,19/09/2017,northeast,133
197.60000000000002,2786,furniture,medium,19/09/2017,west,54
62.099999999999994,1505,electronics,medium,19/09/2017,northeast,157
303.5,697,materials,small,19/09/2017,northeast,171
65.60000000000001,7534,furniture,large,19/09/2017,west,161
108,3327,electronics,large,19/09/2017,northeast,258
80.7,1396,electronics,medium,19/09/2017,northeast,117
241.79999999999998,737,electronics,medium,19/09/2017,west,95
260.5,1474,materials,medium,19/09/2017,south,564
151.5,375,appliances,small,19/09/2017,west,143
164,493,appliances,small,19/09/2017,northeast,158
436.8,1495,furniture,medium,19/09/2017,south,41
77.39999999999999,286,electronics,small,19/09/2017,south,31
143.1,493,electronics,small,19/09/2017,west,29
411.20000000000005,549,furniture,small,19/09/2017,northeast,18
444,6073,furniture,large,19/09/2017,northeast,201
77.7,2153,electronics,medium,19/09/2017,south,138
69,361,appliances,small,19/09/2017,northeast,112
321,1272,appliances,medium,19/09/2017,west,371
74.5,2414,appliances,medium,19/09/2017,west,587
88.8,563,electronics,small,19/09/2017,west,37
-56,1682,furniture,medium,19/09/2017,northeast,42
281.6,625,furniture,small,19/09/2017,northeast,17
139.2,1103,electronics,medium,19/09/2017,west,88
228,3596,furniture,medium,12/09/2017,west,74
107.5,534,materials,small,12/09/2017,northeast,212
149.4,1403,electronics,medium,12/09/2017,northeast,138
392,1632,furniture,medium,12/09/2017,west,42
180.5,564,materials,small,12/09/2017,northeast,176
351.20000000000005,636,furniture,small,12/09/2017,west,14
124.5,1300,materials,medium,12/09/2017,northeast,391
114.6,2604,electronics,large,12/09/2017,south,201
275.5,5152,materials,large,12/09/2017,northeast,1189
77.7,2996,electronics,medium,12/09/2017,northeast,204
75,815,materials,medium,12/09/2017,west,505
240.5,434,appliances,small,12/09/2017,midwest,124
273.6,2385,furniture,medium,12/09/2017,west,52
110.1,2855,electronics,medium,12/09/2017,west,172
39.2,1720,furniture,medium,12/09/2017,northeast,47
476.8,1982,furniture,medium,12/09/2017,northeast,46
162.6,480,electronics,small,12/09/2017,northeast,29
521.6,2319,furniture,medium,12/09/2017,west,52
142.2,1149,electronics,medium,12/09/2017,south,78
188.5,1536,appliances,medium,12/09/2017,northeast,478
129.9,1264,electronics,medium,12/09/2017,south,104
80,345,materials,small,12/09/2017,midwest,115
346.40000000000003,2138,furniture,medium,12/09/2017,west,49
53.1,1716,electronics,medium,12/09/2017,northeast,139
78.89999999999999,1783,electronics,medium,12/09/2017,west,120
535.2,604,furniture,small,12/09/2017,midwest,17
126.5,1592,appliances,medium,12/09/2017,south,544
151.79999999999998,1510,electronics,medium,12/09/2017,west,141
201.6,2354,electronics,medium,12/09/2017,northeast,136
176.4,490,electronics,small,12/09/2017,midwest,39
255.89999999999998,3630,electronics,large,12/09/2017,west,252
193.60000000000002,1549,furniture,medium,12/09/2017,northeast,35
128.1,1893,electronics,large,12/09/2017,midwest,350
111.3,293,electronics,small,12/09/2017,northeast,27
92.39999999999999,1277,electronics,medium,12/09/2017,west,113
208.2,1510,electronics,medium,12/09/2017,midwest,106
108.80000000000001,1199,furniture,medium,12/09/2017,northeast,38
207.20000000000002,294,furniture,small,12/09/2017,west,12
258.59999999999997,1336,electronics,medium,12/09/2017,northeast,107
310,5998,appliances,large,12/09/2017,northeast,2294
384.8,3578,furniture,large,12/09/2017,west,200
39.9,474,electronics,small,12/09/2017,west,33
114.89999999999999,1829,electronics,medium,12/09/2017,west,116
88.5,1168,appliances,medium,12/09/2017,south,673
28.5,728,electronics,small,12/09/2017,northeast,43
275.5,1043,appliances,medium,12/09/2017,west,347
195,411,electronics,small,12/09/2017,south,38
165.6,4410,electronics,large,12/09/2017,south,285
91.2,309,electronics,small,12/09/2017,northeast,26
303.5,2047,materials,medium,12/09/2017,northeast,708
325.5,1390,appliances,medium,12/09/2017,west,639
128,2794,furniture,medium,12/09/2017,northeast,78
165,1935,electronics,medium,12/09/2017,south,152
161,243,appliances,small,12/09/2017,west,99
357.6,3109,furniture,medium,12/09/2017,northeast,75
50.5,1566,appliances,medium,12/09/2017,south,710
186.6,2701,electronics,medium,12/09/2017,northeast,156
160.5,1721,electronics,medium,12/09/2017,south,127
677.6,4848,furniture,large,12/09/2017,west,130
133.79999999999998,922,electronics,medium,12/09/2017,west,58
3.5999999999999996,293,electronics,small,12/09/2017,west,32
-11.4,2494,electronics,medium,12/09/2017,northeast,134
-44.4,345,electronics,small,12/09/2017,northeast,20
327.5,740,appliances,small,12/09/2017,northeast,215
157.5,2019,materials,medium,12/09/2017,south,660
243.5,511,appliances,small,12/09/2017,northeast,164
321,1617,appliances,medium,12/09/2017,south,559
610.4,2485,furniture,medium,12/09/2017,northeast,63
249.60000000000002,2423,furniture,medium,12/09/2017,west,57
153.5,2316,appliances,medium,12/09/2017,northeast,820
243.5,1836,appliances,medium,12/09/2017,midwest,701
450.40000000000003,557,furniture,small,12/09/2017,south,13
429.6,703,furniture,small,12/09/2017,west,20
60.9,210,electronics,small,12/09/2017,northeast,16
337.6,184,furniture,small,12/09/2017,west,9
358.40000000000003,1478,furniture,medium,12/09/2017,midwest,42
134.1,375,electronics,small,12/09/2017,west,23
247.5,1153,materials,medium,12/09/2017,west,589
154.5,3334,appliances,large,12/09/2017,northeast,1310
156.5,2173,materials,medium,12/09/2017,south,792
119.5,2442,appliances,medium,12/09/2017,south,660
179.1,442,electronics,small,12/09/2017,west,35
187.2,2518,electronics,medium,12/09/2017,midwest,151
260,747,furniture,small,12/09/2017,midwest,14
181.5,1350,electronics,medium,12/09/2017,northeast,136
509.6,2431,furniture,medium,12/09/2017,northeast,61
151.2,1505,electronics,medium,12/09/2017,west,83
185,1248,appliances,medium,12/09/2017,northeast,598
97.5,378,electronics,small,12/09/2017,northeast,26
114.89999999999999,3138,electronics,medium,12/09/2017,northeast,204
16,3547,furniture,medium,12/09/2017,northeast,78
716.8000000000001,1481,furniture,medium,12/09/2017,west,45
166.79999999999998,212,electronics,small,12/09/2017,west,13
286.40000000000003,9737,furniture,large,12/09/2017,west,204
173.1,1701,electronics,medium,12/09/2017,west,120
482.40000000000003,1031,furniture,medium,12/09/2017,west,35
565.6,444,furniture,small,12/09/2017,northeast,14
581.6,1881,furniture,medium,12/09/2017,west,43
283,1769,appliances,medium,12/09/2017,west,484
205.5,2158,materials,medium,12/09/2017,northeast,784
76.8,4693,electronics,large,05/09/2017,west,286
86.39999999999999,606,electronics,small,05/09/2017,northeast,42
42.3,6818,electronics,large,05/09/2017,northeast,351
101.1,1846,electronics,medium,05/09/2017,northeast,126
183.6,387,electronics,small,05/09/2017,south,30
331.20000000000005,6056,furniture,large,05/09/2017,south,165
620.8000000000001,844,furniture,small,05/09/2017,south,17
248,7178,furniture,large,05/09/2017,west,208
481.6,2314,furniture,medium,05/09/2017,northeast,63
148.5,374,appliances,small,05/09/2017,northeast,215
213,265,appliances,small,05/09/2017,west,156
246.4,2733,furniture,medium,05/09/2017,south,73
72.3,1932,electronics,medium,05/09/2017,west,138
360.5,349,appliances,small,05/09/2017,west,203
521.6,4142,furniture,medium,05/09/2017,west,93
161,388,materials,small,05/09/2017,west,155
155.7,1278,electronics,medium,05/09/2017,midwest,106
269,524,appliances,small,05/09/2017,northeast,132
36,2072,appliances,medium,05/09/2017,south,512
222,518,electronics,medium,05/09/2017,northeast,43
216,1639,appliances,medium,05/09/2017,northeast,484
395.20000000000005,370,furniture,small,05/09/2017,midwest,15
138.9,1377,electronics,medium,05/09/2017,northeast,142
263.2,7644,furniture,large,05/09/2017,northeast,158
528.8000000000001,2509,furniture,medium,05/09/2017,west,65
373.6,812,furniture,small,05/09/2017,northeast,16
600,785,furniture,small,05/09/2017,midwest,16
124.19999999999999,2128,electronics,medium,05/09/2017,south,153
-55.5,1146,electronics,medium,05/09/2017,northeast,116
77.5,5951,appliances,large,05/09/2017,west,1832
336,1698,appliances,medium,05/09/2017,west,668
351.20000000000005,2422,furniture,medium,05/09/2017,northeast,59
98.7,321,electronics,small,05/09/2017,northeast,34
401.6,3137,furniture,large,05/09/2017,northeast,124
271.2,431,furniture,small,05/09/2017,west,12
142.5,539,electronics,small,05/09/2017,northeast,40
8.7,2118,electronics,large,05/09/2017,south,234
135.6,2894,electronics,medium,05/09/2017,south,161
154.4,571,furniture,small,05/09/2017,northeast,17
28.799999999999997,4943,electronics,large,05/09/2017,west,462
143.5,1548,appliances,medium,05/09/2017,northeast,650
400.8,662,furniture,small,05/09/2017,west,17
221.60000000000002,3391,furniture,medium,05/09/2017,midwest,62
255,5846,appliances,large,05/09/2017,west,1411
0,4668,furniture,large,05/09/2017,northeast,129
438.40000000000003,3683,furniture,medium,05/09/2017,northeast,73
53.1,1010,electronics,medium,05/09/2017,west,86
208,848,appliances,medium,05/09/2017,northeast,620
339.20000000000005,455,furniture,small,05/09/2017,northeast,12
128.7,1841,electronics,medium,05/09/2017,west,124
25.5,1633,electronics,medium,05/09/2017,west,107
141.5,2175,appliances,medium,05/09/2017,northeast,590
283.5,653,materials,small,05/09/2017,west,168
277,3256,appliances,large,05/09/2017,midwest,1576
652.8000000000001,986,furniture,small,05/09/2017,west,18
149,379,appliances,small,05/09/2017,midwest,111
120,2043,materials,medium,05/09/2017,midwest,688
110.1,1290,electronics,medium,05/09/2017,northeast,77
114.5,445,materials,small,05/09/2017,south,181
169,1479,appliances,medium,05/09/2017,south,499
77.1,1625,electronics,medium,05/09/2017,northeast,121
342.40000000000003,3158,furniture,medium,05/09/2017,northeast,59
76.5,2310,electronics,medium,05/09/2017,south,134
108.80000000000001,1795,furniture,medium,05/09/2017,northeast,35
720,1763,furniture,medium,05/09/2017,west,42
147.20000000000002,1662,furniture,medium,05/09/2017,northeast,47
33.5,1858,appliances,medium,05/09/2017,northeast,707
99,2425,electronics,medium,05/09/2017,northeast,150
-22.8,5167,electronics,large,05/09/2017,south,434
45,2021,electronics,medium,05/09/2017,midwest,129
130.2,1563,electronics,medium,05/09/2017,northeast,124
168,4897,electronics,large,05/09/2017,west,430
126.89999999999999,2330,electronics,large,05/09/2017,south,196
207.29999999999998,2013,electronics,medium,05/09/2017,northeast,124
554.4,3499,furniture,medium,05/09/2017,south,69
90.6,332,electronics,small,05/09/2017,northeast,25
380,1461,appliances,medium,05/09/2017,northeast,527
140.4,4971,electronics,large,05/09/2017,northeast,324
288.5,3227,appliances,large,05/09/2017,west,755
372,1074,furniture,medium,05/09/2017,northeast,40
125.5,177,appliances,small,05/09/2017,west,113
205.5,186,appliances,small,05/09/2017,northeast,120
336.8,170,furniture,small,05/09/2017,midwest,16
283,1685,materials,medium,05/09/2017,west,557
226.4,623,furniture,small,05/09/2017,south,15
163.5,1330,electronics,medium,05/09/2017,midwest,112
214.4,3724,furniture,large,05/09/2017,midwest,98
57.5,1883,appliances,medium,05/09/2017,south,629
81,2553,materials,large,05/09/2017,south,1072
277.5,337,appliances,small,05/09/2017,northeast,113
190.5,4571,electronics,large,05/09/2017,west,258
418.40000000000003,3294,furniture,medium,05/09/2017,west,73
357.6,1438,furniture,medium,05/09/2017,northeast,65
292.8,7693,furniture,large,05/09/2017,midwest,181
382,2616,appliances,large,05/09/2017,west,800
475.20000000000005,1707,furniture,medium,05/09/2017,west,76
98.7,1136,electronics,medium,05/09/2017,south,77
321,3245,appliances,large,05/09/2017,northeast,1823
111.89999999999999,4350,electronics,large,05/09/2017,midwest,342
261.6,1447,furniture,medium,05/09/2017,south,61
308,2100,furniture,medium,29/08/2017,west,80
191.7,2307,electronics,medium,29/08/2017,northeast,141
225.5,1544,appliances,medium,29/08/2017,west,532
162,272,electronics,small,29/08/2017,west,14
323.5,6185,materials,large,29/08/2017,midwest,1751
38.699999999999996,1494,electronics,medium,29/08/2017,northeast,92
104.5,2323,appliances,medium,29/08/2017,south,761
38.1,1172,electronics,medium,29/08/2017,northeast,93
386.5,516,appliances,small,29/08/2017,west,183
188.8,4116,furniture,medium,29/08/2017,northeast,62
79,4961,appliances,large,29/08/2017,northeast,1875
121,6476,appliances,large,29/08/2017,northeast,1338
102.6,2606,electronics,medium,29/08/2017,west,185
39,2663,electronics,medium,29/08/2017,south,151
3,720,materials,medium,29/08/2017,northeast,446
356,293,furniture,small,29/08/2017,northeast,5
243.20000000000002,3817,furniture,medium,29/08/2017,northeast,65
481.6,2737,furniture,medium,29/08/2017,west,70
343,3814,appliances,large,29/08/2017,northeast,1455
148.5,339,electronics,small,29/08/2017,northeast,21
106.8,1067,electronics,medium,29/08/2017,west,124
238.5,1579,appliances,medium,29/08/2017,south,677
182.4,6755,furniture,large,29/08/2017,northeast,173
160,2294,furniture,medium,29/08/2017,northeast,61
43.5,3787,electronics,large,29/08/2017,northeast,291
224,2960,furniture,medium,29/08/2017,northeast,71
245,3446,appliances,large,29/08/2017,midwest,1382
62.699999999999996,4952,electronics,large,29/08/2017,midwest,295
132,365,materials,small,29/08/2017,northeast,118
99.3,268,electronics,small,29/08/2017,west,22
9.6,421,electronics,small,29/08/2017,west,28
184.5,2009,electronics,medium,29/08/2017,south,134
147.5,471,materials,small,29/08/2017,northeast,136
141.6,519,furniture,small,29/08/2017,northeast,14
323.5,1765,appliances,medium,29/08/2017,south,602
387.20000000000005,703,furniture,small,29/08/2017,northeast,15
378.40000000000003,2715,furniture,medium,29/08/2017,midwest,55
438.5,2580,appliances,large,29/08/2017,midwest,1162
254.5,6738,appliances,large,29/08/2017,northeast,1785
140,5879,appliances,large,29/08/2017,south,1590
168.9,2208,electronics,large,29/08/2017,northeast,280
220.8,2163,furniture,medium,29/08/2017,northeast,78
207.20000000000002,689,furniture,small,29/08/2017,west,18
237.5,1656,appliances,large,29/08/2017,south,1221
47.699999999999996,1024,electronics,medium,29/08/2017,west,86
90,2304,appliances,medium,29/08/2017,south,979
85.8,4416,electronics,large,29/08/2017,west,297
390.40000000000003,689,furniture,small,29/08/2017,south,13
200.7,2538,electronics,medium,29/08/2017,northeast,175
157.2,1996,electronics,medium,29/08/2017,northeast,107
104.7,890,electronics,medium,29/08/2017,west,102
138,2358,electronics,medium,29/08/2017,northeast,148
114.3,250,electronics,small,29/08/2017,northeast,16
169,1769,materials,medium,29/08/2017,south,451
236.5,879,materials,medium,29/08/2017,west,528
253.5,1633,materials,medium,29/08/2017,northeast,660
40.800000000000004,1977,furniture,medium,29/08/2017,northeast,60
64.5,1857,electronics,medium,29/08/2017,south,114
166.5,358,appliances,small,29/08/2017,northeast,133
196,2973,furniture,medium,29/08/2017,west,76
344.8,4082,furniture,large,29/08/2017,west,115
94.2,5023,electronics,large,29/08/2017,northeast,259
120.6,471,electronics,small,29/08/2017,northeast,43
329.6,286,furniture,small,29/08/2017,northeast,7
135.9,4922,electronics,large,29/08/2017,south,338
68.8,332,furniture,small,29/08/2017,west,8
139.2,402,electronics,small,29/08/2017,northeast,33
128.1,1940,electronics,medium,29/08/2017,west,126
256,552,furniture,small,29/08/2017,west,13
191.20000000000002,1597,furniture,medium,29/08/2017,west,67
580,1596,furniture,medium,29/08/2017,northeast,39
240,7918,furniture,large,29/08/2017,northeast,170
67.8,2089,electronics,medium,29/08/2017,west,147
213.29999999999998,2103,electronics,medium,29/08/2017,west,143
116.1,549,electronics,small,29/08/2017,northeast,35
206.4,1760,electronics,medium,29/08/2017,south,151
7.2,481,furniture,small,29/08/2017,northeast,11
250.5,4023,electronics,large,29/08/2017,northeast,287
131.1,1135,electronics,medium,29/08/2017,south,132
199,5055,appliances,large,29/08/2017,west,1267
34.5,2162,electronics,medium,29/08/2017,northeast,138
366.40000000000003,8311,furniture,large,29/08/2017,northeast,168
16.8,2438,electronics,large,29/08/2017,west,218
70.5,1556,electronics,medium,29/08/2017,west,93
524,3609,furniture,medium,29/08/2017,midwest,79
352.8,903,furniture,medium,29/08/2017,midwest,32
525.6,3074,furniture,medium,29/08/2017,south,65
259,462,appliances,small,29/08/2017,west,144
255.5,2769,materials,medium,29/08/2017,west,850
239,1790,appliances,medium,29/08/2017,northeast,552
411.20000000000005,3093,furniture,medium,29/08/2017,northeast,91
304,1735,furniture,medium,29/08/2017,northeast,36
163.20000000000002,3191,furniture,medium,29/08/2017,south,94
105.3,346,electronics,small,29/08/2017,northeast,23
134.7,864,electronics,small,29/08/2017,west,43
444,566,furniture,small,29/08/2017,south,11
318,1730,appliances,medium,29/08/2017,northeast,803
72.6,467,electronics,small,29/08/2017,west,30
191.20000000000002,3246,furniture,medium,29/08/2017,midwest,77
-12.5,330,appliances,small,29/08/2017,west,85
82.8,3559,electronics,large,22/08/2017,south,295
39.6,3707,electronics,large,22/08/2017,northeast,399
147.6,1874,electronics,medium,22/08/2017,midwest,105
153.60000000000002,1780,furniture,medium,22/08/2017,west,60
416,2743,furniture,large,22/08/2017,northeast,75
105.3,2384,electronics,large,22/08/2017,south,301
110.4,5195,furniture,large,22/08/2017,west,217
6.6,4323,electronics,large,22/08/2017,northeast,278
205,2167,appliances,medium,22/08/2017,west,604
129.6,1586,furniture,medium,22/08/2017,west,50
173,3522,appliances,medium,22/08/2017,midwest,794
177.60000000000002,3453,furniture,medium,22/08/2017,midwest,89
184.5,1553,electronics,medium,22/08/2017,northeast,107
204.9,2606,electronics,large,22/08/2017,west,164
383.5,327,materials,small,22/08/2017,northeast,147
309.6,534,furniture,small,22/08/2017,northeast,13
370.40000000000003,1552,furniture,medium,22/08/2017,northeast,40
248,1947,furniture,medium,22/08/2017,west,43
134.1,1167,electronics,medium,22/08/2017,midwest,98
271.2,7003,furniture,large,22/08/2017,south,153
256,2540,materials,medium,22/08/2017,west,842
183,789,electronics,medium,22/08/2017,northeast,183
156.29999999999998,320,electronics,small,22/08/2017,midwest,48
257.5,2200,materials,medium,22/08/2017,south,633
708.8000000000001,2460,furniture,medium,22/08/2017,west,68
227.20000000000002,1892,furniture,medium,22/08/2017,west,55
406.40000000000003,6070,furniture,large,22/08/2017,northeast,140
185.60000000000002,8492,furniture,large,22/08/2017,northeast,205
43.5,1755,electronics,medium,22/08/2017,south,140
60.9,1585,electronics,medium,22/08/2017,west,119
33,3416,electronics,large,22/08/2017,south,341
205.79999999999998,825,electronics,small,22/08/2017,northeast,44
204.29999999999998,3200,electronics,medium,22/08/2017,northeast,165
236.39999999999998,298,electronics,small,22/08/2017,northeast,25
234,377,electronics,small,22/08/2017,west,27
165,2056,electronics,medium,22/08/2017,south,119
109.2,467,electronics,small,22/08/2017,west,32
94.5,486,appliances,small,22/08/2017,west,131
141.6,5027,furniture,large,22/08/2017,west,128
70.5,558,electronics,medium,22/08/2017,west,95
412.8,2713,furniture,medium,22/08/2017,northeast,69
114.89999999999999,205,electronics,small,22/08/2017,northeast,26
153,3564,appliances,large,22/08/2017,west,1262
146.4,1130,electronics,medium,22/08/2017,south,81
139,256,appliances,small,22/08/2017,midwest,135
181.5,2324,electronics,medium,22/08/2017,northeast,139
196,1534,materials,medium,22/08/2017,west,497
290.40000000000003,764,furniture,small,22/08/2017,northeast,19
184.79999999999998,754,electronics,small,22/08/2017,northeast,57
175.5,5040,materials,large,22/08/2017,northeast,1295
297.6,2480,furniture,medium,22/08/2017,west,66
130.4,6663,furniture,large,22/08/2017,northeast,216
236.8,302,furniture,small,22/08/2017,west,11
119.69999999999999,681,electronics,small,22/08/2017,west,49
104.5,5550,materials,large,22/08/2017,northeast,1377
250,2391,materials,medium,22/08/2017,west,675
187.2,2659,electronics,medium,22/08/2017,northeast,141
571.2,1216,furniture,medium,22/08/2017,northeast,49
168.6,429,electronics,small,22/08/2017,northeast,34
325.6,391,furniture,small,22/08/2017,south,16
178.5,3893,electronics,large,22/08/2017,northeast,317
570.4,3081,furniture,medium,22/08/2017,northeast,76
157,1153,materials,medium,22/08/2017,west,434
283,1786,appliances,medium,22/08/2017,northeast,628
100.2,1725,electronics,medium,22/08/2017,midwest,129
415.5,1709,appliances,medium,22/08/2017,south,576
255,1028,materials,medium,22/08/2017,west,540
116.80000000000001,280,furniture,small,22/08/2017,west,13
235.2,3429,electronics,large,22/08/2017,west,324
130.79999999999998,1208,electronics,medium,22/08/2017,west,109
214,557,appliances,medium,22/08/2017,northeast,396
410.40000000000003,2128,furniture,medium,22/08/2017,northeast,58
103.2,212,electronics,small,22/08/2017,south,18
189.5,463,materials,small,22/08/2017,west,141
91.2,4217,electronics,large,22/08/2017,northeast,292
132,440,electronics,small,22/08/2017,northeast,25
303.5,1862,appliances,medium,22/08/2017,northeast,468
111.6,597,electronics,small,22/08/2017,south,32
224.5,2106,appliances,medium,22/08/2017,south,776
140.4,1450,electronics,medium,22/08/2017,northeast,99
331.20000000000005,2759,furniture,medium,22/08/2017,northeast,69
30.299999999999997,1467,electronics,medium,22/08/2017,northeast,132
136,513,furniture,small,22/08/2017,west,17
228,575,appliances,small,22/08/2017,west,170
139.5,292,appliances,small,22/08/2017,west,77
329,1528,appliances,medium,22/08/2017,west,556
147,1419,electronics,medium,22/08/2017,south,107
553.6,438,furniture,small,22/08/2017,west,12
145.2,1395,electronics,medium,22/08/2017,south,97
63.9,4905,electronics,large,22/08/2017,northeast,293
229.2,4553,electronics,large,22/08/2017,northeast,299
169.60000000000002,593,furniture,small,22/08/2017,midwest,15
308,563,materials,small,22/08/2017,northeast,171
171.9,1925,electronics,medium,22/08/2017,south,93
181.79999999999998,7276,electronics,large,22/08/2017,northeast,385
71.39999999999999,937,electronics,medium,22/08/2017,northeast,132
429.6,2226,furniture,large,22/08/2017,south,62
50.400000000000006,3566,furniture,medium,22/08/2017,south,75
273,400,appliances,small,22/08/2017,south,140
76.8,281,electronics,small,22/08/2017,northeast,18
212,1320,materials,medium,15/08/2017,northeast,610
129.29999999999998,1809,electronics,medium,15/08/2017,west,123
172.5,1784,materials,medium,15/08/2017,northeast,682
495.20000000000005,908,furniture,small,15/08/2017,midwest,23
237.29999999999998,1827,electronics,medium,15/08/2017,west,188
149.4,1545,electronics,medium,15/08/2017,northeast,121
426.5,1935,appliances,medium,15/08/2017,west,701
145.5,3461,appliances,medium,15/08/2017,northeast,847
284.5,4855,appliances,large,15/08/2017,south,1469
136.2,654,electronics,small,15/08/2017,west,35
238.2,835,electronics,medium,15/08/2017,northeast,76
92,606,furniture,small,15/08/2017,west,16
174.4,2840,furniture,medium,15/08/2017,south,57
110.5,1368,appliances,medium,15/08/2017,west,431
117.89999999999999,3583,electronics,large,15/08/2017,midwest,303
193.5,496,electronics,small,15/08/2017,west,41
413,574,appliances,medium,15/08/2017,midwest,741
332.5,2155,appliances,medium,15/08/2017,northeast,755
197.60000000000002,3599,furniture,medium,15/08/2017,northeast,56
301.6,2065,furniture,medium,15/08/2017,northeast,66
564,3047,furniture,medium,15/08/2017,northeast,77
98.1,2129,electronics,medium,15/08/2017,northeast,155
16.2,5311,electronics,large,15/08/2017,south,377
318,1303,appliances,medium,15/08/2017,northeast,385
405.6,2591,furniture,medium,15/08/2017,west,58
175.5,1776,electronics,medium,15/08/2017,northeast,124
211,1943,materials,medium,15/08/2017,west,555
349,4311,appliances,large,15/08/2017,south,1030
296.8,2149,furniture,medium,15/08/2017,south,49
221.1,2316,electronics,medium,15/08/2017,northeast,129
92.7,1387,electronics,medium,15/08/2017,midwest,124
172.2,4537,electronics,large,15/08/2017,northeast,356
157.79999999999998,1627,electronics,medium,15/08/2017,northeast,104
56.4,5414,electronics,large,15/08/2017,northeast,314
413.6,2444,furniture,medium,15/08/2017,west,58
21.599999999999998,152,electronics,small,15/08/2017,midwest,24
40,3985,materials,large,15/08/2017,midwest,1163
176,1931,appliances,medium,15/08/2017,west,476
133.5,2095,appliances,medium,15/08/2017,northeast,604
66.6,2369,electronics,medium,15/08/2017,west,163
70,5497,appliances,large,15/08/2017,midwest,1919
148.5,6079,appliances,large,15/08/2017,northeast,1535
122,1979,appliances,medium,15/08/2017,midwest,560
292.8,452,furniture,small,15/08/2017,south,16
90.5,1426,appliances,medium,15/08/2017,northeast,630
135,1646,appliances,medium,15/08/2017,northeast,430
216.8,3762,furniture,medium,15/08/2017,midwest,83
444,894,furniture,small,15/08/2017,west,21
59,558,appliances,small,15/08/2017,northeast,162
175.2,2007,electronics,medium,15/08/2017,west,125
338.40000000000003,997,furniture,medium,15/08/2017,northeast,30
50.699999999999996,603,electronics,small,15/08/2017,northeast,33
118.19999999999999,3645,electronics,large,15/08/2017,northeast,270
73.2,513,electronics,small,15/08/2017,south,27
-20.7,1257,electronics,medium,15/08/2017,northeast,70
266.40000000000003,2279,furniture,medium,15/08/2017,midwest,51
137.5,2526,appliances,large,15/08/2017,south,1018
148,926,furniture,small,15/08/2017,northeast,16
42.6,1768,electronics,medium,15/08/2017,west,136
166.2,1387,electronics,medium,15/08/2017,northeast,121
236,1175,furniture,medium,15/08/2017,west,33
191,2143,appliances,medium,15/08/2017,west,629
321.6,4374,furniture,large,15/08/2017,south,116
-19,191,appliances,small,15/08/2017,northeast,164
472,2904,furniture,medium,15/08/2017,northeast,65
177.9,492,electronics,small,15/08/2017,west,33
133.5,887,electronics,medium,15/08/2017,northeast,89
294.5,1196,appliances,medium,15/08/2017,south,691
622.4000000000001,2568,furniture,medium,15/08/2017,northeast,79
309.6,3788,furniture,large,15/08/2017,northeast,159
257,1950,materials,medium,15/08/2017,south,666
19,683,appliances,small,15/08/2017,west,209
